Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2021Q3Q4,Days,447.5
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2021Q3Q4,Days,789.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2021Q3Q4,Number of cases,959.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,15.0
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,31.0
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,53.0
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2021Q3Q4,Days,40.0
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2021Q3Q4,Days,196.0
Provincial,Saskatchewan,,MRI Scan,Volume,2021Q3Q4,Number of cases,12063.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,39.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,182.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,119.0
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,98.51
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2021Q3Q4,Days,6.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2021Q3Q4,Days,19.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2021Q3Q4,Number of cases,1141.0
National,Canada,,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,24.9175075859149
National,Canada,,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,64.0136193634888
National,Canada,,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,14171.0
National,Canada,,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,19.0362185024126
National,Canada,,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,40.3468636444868
National,Canada,,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,16787.0
National,Canada,,CABG,50th Percentile,2021Q3Q4,Days,7.03495502861815
National,Canada,,CABG,90th Percentile,2021Q3Q4,Days,86.3599754701554
National,Canada,,CABG,Volume,2021Q3Q4,Number of cases,4892.0
National,Canada,,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,66.8156485629986
National,Canada,,Cataract Surgery,50th Percentile,2021Q3Q4,Days,67.5986569773795
National,Canada,,Cataract Surgery,90th Percentile,2021Q3Q4,Days,267.380810840345
National,Canada,,Cataract Surgery,Volume,2021Q3Q4,Number of cases,183020.0
National,Canada,,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,20.369733924612
National,Canada,,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,44.94977827051
National,Canada,,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,7216.0
National,Canada,,CT Scan,50th Percentile,2021Q3Q4,Days,13.7750759675187
National,Canada,,CT Scan,90th Percentile,2021Q3Q4,Days,82.3129362684755
National,Canada,,CT Scan,Volume,2021Q3Q4,Number of cases,880509.0
National,Canada,,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,61.4562424729024
National,Canada,,Hip Replacement,50th Percentile,2021Q3Q4,Days,147.873440385387
National,Canada,,Hip Replacement,90th Percentile,2021Q3Q4,Days,389.372460859093
National,Canada,,Hip Replacement,Volume,2021Q3Q4,Number of cases,19928.0
National,Canada,,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,55.7843383434372
National,Canada,,Knee Replacement,50th Percentile,2021Q3Q4,Days,175.254708182373
National,Canada,,Knee Replacement,90th Percentile,2021Q3Q4,Days,447.671019119704
National,Canada,,Knee Replacement,Volume,2021Q3Q4,Number of cases,27877.0
National,Canada,,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,23.756228956229
National,Canada,,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,52.680583613917
National,Canada,,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,4455.0
National,Canada,,MRI Scan,50th Percentile,2021Q3Q4,Days,38.518006086958
National,Canada,,MRI Scan,90th Percentile,2021Q3Q4,Days,141.145294870026
National,Canada,,MRI Scan,Volume,2021Q3Q4,Number of cases,596810.0
National,Canada,,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,45.4534034472685
National,Canada,,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,114.20245398773
National,Canada,,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,3423.0
National,Canada,,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,97.0567341845061
National,Canada,,Radiation Therapy,50th Percentile,2021Q3Q4,Days,10.8542330943343
National,Canada,,Radiation Therapy,90th Percentile,2021Q3Q4,Days,21.6099648530859
National,Canada,,Radiation Therapy,Volume,2021Q3Q4,Number of cases,52085.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2022,Days,30.0
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2022,Days,78.0
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2022,Number of cases,977.0
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Alberta,,Breast Cancer Surgery,Volume,2022,Number of cases,1679.0
Provincial,Alberta,,CABG,50th Percentile,2022,Days,7.0
Provincial,Alberta,,CABG,90th Percentile,2022,Days,47.0
Provincial,Alberta,,CABG,Volume,2022,Number of cases,444.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,65.5
Provincial,Alberta,,Cataract Surgery,50th Percentile,2022,Days,75.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2022,Days,259.0
Provincial,Alberta,,Cataract Surgery,Volume,2022,Number of cases,12372.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2022,Days,63.0
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2022,Number of cases,692.0
Provincial,Alberta,,CT Scan,50th Percentile,2022,Days,14.0
Provincial,Alberta,,CT Scan,90th Percentile,2022,Days,90.0
Provincial,Alberta,,CT Scan,Volume,2022,Number of cases,69303.0
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,88.5370487650412
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2022,Hours,20.6833333333333
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2022,Hours,52.35
Provincial,Alberta,,Hip Fracture Repair,Volume,2022,Number of cases,1579.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,80.4979253112033
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,28.5916666666667
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,64.25
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,1446.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2022,Proportion,38.1
Provincial,Alberta,,Hip Replacement,50th Percentile,2022,Days,232.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2022,Days,497.0
Provincial,Alberta,,Hip Replacement,Volume,2022,Number of cases,2553.0
Regional,Alberta,South Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,53.6
Regional,Alberta,South Zone,Hip Replacement,50th Percentile,2022,Days,159.0
Regional,Alberta,South Zone,Hip Replacement,90th Percentile,2022,Days,597.0
Regional,Alberta,South Zone,Hip Replacement,Volume,2022,Number of cases,332.0
Regional,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,40.9
Regional,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2022,Days,217.0
Regional,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2022,Days,498.0
Regional,Alberta,Calgary Zone,Hip Replacement,Volume,2022,Number of cases,929.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,% Meeting Benchmark,2022,Proportion,52.7
Regional,Alberta,Central Zone (Alta.),Hip Replacement,50th Percentile,2022,Days,180.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,90th Percentile,2022,Days,396.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,Volume,2022,Number of cases,237.0
Regional,Alberta,Edmonton Zone,Hip Replacement,% Meeting Benchmark,2022,Proportion,25.4
Regional,Alberta,Edmonton Zone,Hip Replacement,50th Percentile,2022,Days,267.0
Regional,Alberta,Edmonton Zone,Hip Replacement,90th Percentile,2022,Days,455.0
Regional,Alberta,Edmonton Zone,Hip Replacement,Volume,2022,Number of cases,887.0
Regional,Alberta,North Zone (Alta.),Hip Replacement,% Meeting Benchmark,2022,Proportion,38.3
Regional,Alberta,North Zone (Alta.),Hip Replacement,50th Percentile,2022,Days,265.0
Regional,Alberta,North Zone (Alta.),Hip Replacement,90th Percentile,2022,Days,668.0
Regional,Alberta,North Zone (Alta.),Hip Replacement,Volume,2022,Number of cases,167.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2022,Proportion,26.9
Provincial,Alberta,,Knee Replacement,50th Percentile,2022,Days,283.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2022,Days,584.0
Provincial,Alberta,,Knee Replacement,Volume,2022,Number of cases,3225.0
Regional,Alberta,South Zone,Knee Replacement,% Meeting Benchmark,2022,Proportion,33.3
Regional,Alberta,South Zone,Knee Replacement,50th Percentile,2022,Days,248.0
Regional,Alberta,South Zone,Knee Replacement,90th Percentile,2022,Days,595.0
Regional,Alberta,South Zone,Knee Replacement,Volume,2022,Number of cases,525.0
Regional,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2022,Proportion,31.5
Regional,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2022,Days,252.0
Regional,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2022,Days,642.0
Regional,Alberta,Calgary Zone,Knee Replacement,Volume,2022,Number of cases,1275.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,% Meeting Benchmark,2022,Proportion,38.5
Regional,Alberta,Central Zone (Alta.),Knee Replacement,50th Percentile,2022,Days,227.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,90th Percentile,2022,Days,450.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,Volume,2022,Number of cases,309.0
Regional,Alberta,Edmonton Zone,Knee Replacement,% Meeting Benchmark,2022,Proportion,12.5
Regional,Alberta,Edmonton Zone,Knee Replacement,50th Percentile,2022,Days,330.0
Regional,Alberta,Edmonton Zone,Knee Replacement,90th Percentile,2022,Days,514.0
Regional,Alberta,Edmonton Zone,Knee Replacement,Volume,2022,Number of cases,909.0
Regional,Alberta,North Zone (Alta.),Knee Replacement,% Meeting Benchmark,2022,Proportion,27.5
Regional,Alberta,North Zone (Alta.),Knee Replacement,50th Percentile,2022,Days,321.0
Regional,Alberta,North Zone (Alta.),Knee Replacement,90th Percentile,2022,Days,1086.0
Regional,Alberta,North Zone (Alta.),Knee Replacement,Volume,2022,Number of cases,204.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2022,Days,34.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2022,Days,71.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2022,Number of cases,389.0
Provincial,Alberta,,MRI Scan,50th Percentile,2022,Days,44.0
Provincial,Alberta,,MRI Scan,90th Percentile,2022,Days,190.0
Provincial,Alberta,,MRI Scan,Volume,2022,Number of cases,63233.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2022,Days,76.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2022,Days,168.0
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2022,Number of cases,523.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.0
Provincial,Alberta,,Radiation Therapy,50th Percentile,2022,Days,9.8
Provincial,Alberta,,Radiation Therapy,90th Percentile,2022,Days,21.0
Provincial,Alberta,,Radiation Therapy,Volume,2022,Number of cases,4795.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2022,Number of cases,1859.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2022,Days,44.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2022,Number of cases,2305.0
Provincial,British Columbia,,CABG,50th Percentile,2022,Days,7.0
Provincial,British Columbia,,CABG,90th Percentile,2022,Days,103.0
Provincial,British Columbia,,CABG,Volume,2022,Number of cases,877.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,81.1
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2022,Days,43.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2022,Days,163.0
Provincial,British Columbia,,Cataract Surgery,Volume,2022,Number of cases,37652.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2022,Number of cases,908.0
Provincial,British Columbia,,CT Scan,50th Percentile,2022,Days,23.0
Provincial,British Columbia,,CT Scan,90th Percentile,2022,Days,134.0
Provincial,British Columbia,,CT Scan,Volume,2022,Number of cases,144598.0
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,77.1149144254279
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2022,Hours,28.55
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2022,Hours,67.0333333333333
Provincial,British Columbia,,Hip Fracture Repair,Volume,2022,Number of cases,2045.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2022,Proportion,62.1
Provincial,British Columbia,,Hip Replacement,50th Percentile,2022,Days,149.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2022,Days,333.0
Provincial,British Columbia,,Hip Replacement,Volume,2022,Number of cases,3571.0
Regional,British Columbia,Interior Health,Hip Replacement,% Meeting Benchmark,2022,Proportion,60.3
Regional,British Columbia,Interior Health,Hip Replacement,50th Percentile,2022,Days,156.0
Regional,British Columbia,Interior Health,Hip Replacement,90th Percentile,2022,Days,275.0
Regional,British Columbia,Interior Health,Hip Replacement,Volume,2022,Number of cases,933.0
Regional,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2022,Proportion,65.8
Regional,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2022,Days,140.0
Regional,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2022,Days,325.0
Regional,British Columbia,Fraser Health,Hip Replacement,Volume,2022,Number of cases,675.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,% Meeting Benchmark,2022,Proportion,58.6
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,50th Percentile,2022,Days,147.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,90th Percentile,2022,Days,414.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,Volume,2022,Number of cases,894.0
Regional,British Columbia,Island Health,Hip Replacement,% Meeting Benchmark,2022,Proportion,69.2
Regional,British Columbia,Island Health,Hip Replacement,50th Percentile,2022,Days,137.0
Regional,British Columbia,Island Health,Hip Replacement,90th Percentile,2022,Days,239.0
Regional,British Columbia,Island Health,Hip Replacement,Volume,2022,Number of cases,864.0
Regional,British Columbia,Northern Health,Hip Replacement,% Meeting Benchmark,2022,Proportion,43.9
Regional,British Columbia,Northern Health,Hip Replacement,50th Percentile,2022,Days,247.0
Regional,British Columbia,Northern Health,Hip Replacement,90th Percentile,2022,Days,695.0
Regional,British Columbia,Northern Health,Hip Replacement,Volume,2022,Number of cases,205.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2022,Proportion,55.7
Provincial,British Columbia,,Knee Replacement,50th Percentile,2022,Days,164.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2022,Days,397.0
Provincial,British Columbia,,Knee Replacement,Volume,2022,Number of cases,5091.0
Regional,British Columbia,Interior Health,Knee Replacement,% Meeting Benchmark,2022,Proportion,50.1
Regional,British Columbia,Interior Health,Knee Replacement,50th Percentile,2022,Days,182.0
Regional,British Columbia,Interior Health,Knee Replacement,90th Percentile,2022,Days,401.0
Regional,British Columbia,Interior Health,Knee Replacement,Volume,2022,Number of cases,1262.0
Regional,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2022,Proportion,60.1
Regional,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2022,Days,150.0
Regional,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2022,Days,358.0
Regional,British Columbia,Fraser Health,Knee Replacement,Volume,2022,Number of cases,1451.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,% Meeting Benchmark,2022,Proportion,55.1
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,50th Percentile,2022,Days,159.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,90th Percentile,2022,Days,433.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,Volume,2022,Number of cases,1036.0
Regional,British Columbia,Island Health,Knee Replacement,% Meeting Benchmark,2022,Proportion,61.8
Regional,British Columbia,Island Health,Knee Replacement,50th Percentile,2022,Days,156.0
Regional,British Columbia,Island Health,Knee Replacement,90th Percentile,2022,Days,264.0
Regional,British Columbia,Island Health,Knee Replacement,Volume,2022,Number of cases,1061.0
Regional,British Columbia,Northern Health,Knee Replacement,% Meeting Benchmark,2022,Proportion,37.0
Regional,British Columbia,Northern Health,Knee Replacement,50th Percentile,2022,Days,354.0
Regional,British Columbia,Northern Health,Knee Replacement,90th Percentile,2022,Days,785.0
Regional,British Columbia,Northern Health,Knee Replacement,Volume,2022,Number of cases,281.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2022,Days,57.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2022,Number of cases,500.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2022,Days,50.0
Provincial,British Columbia,,MRI Scan,90th Percentile,2022,Days,139.0
Provincial,British Columbia,,MRI Scan,Volume,2022,Number of cases,95334.0
Provincial,British Columbia,,Prostate Cancer Surgery,50th Percentile,2022,Days,40.0
Provincial,British Columbia,,Prostate Cancer Surgery,90th Percentile,2022,Days,119.0
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,2022,Number of cases,527.0
Provincial,British Columbia,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,84.5384975792597
Provincial,British Columbia,,Radiation Therapy,50th Percentile,2022,Days,14.0
Provincial,British Columbia,,Radiation Therapy,90th Percentile,2022,Days,34.0
Provincial,British Columbia,,Radiation Therapy,Volume,2022,Number of cases,6403.0
National,Canada,,Bladder Cancer Surgery,50th Percentile,2022,Days,27.1248996628672
National,Canada,,Bladder Cancer Surgery,90th Percentile,2022,Days,70.8066302777332
National,Canada,,Bladder Cancer Surgery,Volume,2022,Number of cases,12458.0
National,Canada,,Breast Cancer Surgery,50th Percentile,2022,Days,21.2074983450683
National,Canada,,Breast Cancer Surgery,90th Percentile,2022,Days,44.4363001745201
National,Canada,,Bladder Cancer Surgery,Volume,2022FY,Number of cases,26776.0
National,Canada,,CABG,50th Percentile,2022,Days,7.88784520007515
National,Canada,,CABG,90th Percentile,2022,Days,76.2680443359008
National,Canada,,Bladder Cancer Surgery,Volume,2022Q3Q4,Number of cases,14304.0
National,Canada,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,65.4660352764532
National,Canada,,Cataract Surgery,50th Percentile,2022,Days,73.2375083186211
National,Canada,,Cataract Surgery,90th Percentile,2022,Days,275.875821824762
National,Canada,,Breast Cancer Surgery,Volume,2022,Number of cases,16617.0
National,Canada,,Colorectal Cancer Surgery,50th Percentile,2022,Days,21.8880024085504
National,Canada,,Colorectal Cancer Surgery,90th Percentile,2022,Days,48.9056149330122
National,Canada,,Breast Cancer Surgery,Volume,2022FY,Number of cases,35504.0
National,Canada,,CT Scan,50th Percentile,2022,Days,13.4197755497216
National,Canada,,CT Scan,90th Percentile,2022,Days,90.9738703010669
National,Canada,,Breast Cancer Surgery,Volume,2022Q3Q4,Number of cases,18848.0
National,Canada,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,81.941215543009
National,Canada,,Hip Fracture Repair,50th Percentile,2022,Hours,25.4333333333333
National,Canada,,Hip Fracture Repair,90th Percentile,2022,Hours,61.85
National,Canada,,CABG,Volume,2022,Number of cases,8168.0
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,
National,Canada,,CABG,Volume,2022FY,Number of cases,17445.0
National,Canada,,Hip Replacement,% Meeting Benchmark,2022,Proportion,57.4039826244032
National,Canada,,Hip Replacement,50th Percentile,2022,Days,164.325499978496
National,Canada,,Hip Replacement,90th Percentile,2022,Days,410.948741989592
National,Canada,,CABG,Volume,2022Q3Q4,Number of cases,9238.0
National,Canada,,Knee Replacement,% Meeting Benchmark,2022,Proportion,50.3341540626099
National,Canada,,Knee Replacement,50th Percentile,2022,Days,197.673384922031
National,Canada,,Knee Replacement,90th Percentile,2022,Days,478.914585531715
National,Canada,,Cataract Surgery,Volume,2022,Number of cases,181821.0
National,Canada,,Lung Cancer Surgery,50th Percentile,2022,Days,24.7156327543424
National,Canada,,Lung Cancer Surgery,90th Percentile,2022,Days,57.0014888337469
National,Canada,,Cataract Surgery,Volume,2022FY,Number of cases,391009.0
National,Canada,,MRI Scan,50th Percentile,2022,Days,40.8878742191798
National,Canada,,MRI Scan,90th Percentile,2022,Days,159.546155265705
National,Canada,,Cataract Surgery,Volume,2022Q3Q4,Number of cases,209153.0
National,Canada,,Prostate Cancer Surgery,50th Percentile,2022,Days,53.4443095599393
National,Canada,,Prostate Cancer Surgery,90th Percentile,2022,Days,122.436115326252
National,Canada,,Colorectal Cancer Surgery,Volume,2022,Number of cases,6643.0
National,Canada,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,95.614644518832
National,Canada,,Radiation Therapy,50th Percentile,2022,Days,11.4046219817538
National,Canada,,Radiation Therapy,90th Percentile,2022,Days,22.400938210493
National,Canada,,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,13824.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2022,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2022,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2022,Number of cases,
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2022,Days,56.0
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2022,Number of cases,372.0
Provincial,Manitoba,,CABG,50th Percentile,2022,Days,11.0
Provincial,Manitoba,,CABG,90th Percentile,2022,Days,69.0
Provincial,Manitoba,,CABG,Volume,2022,Number of cases,161.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,43.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2022,Days,126.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2022,Days,574.0
Provincial,Manitoba,,Cataract Surgery,Volume,2022,Number of cases,4812.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2022,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2022,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2022,Number of cases,
Provincial,Manitoba,,CT Scan,50th Percentile,2022,Days,17.0
Provincial,Manitoba,,CT Scan,90th Percentile,2022,Days,97.0
Provincial,Manitoba,,CT Scan,Volume,2022,Number of cases,57825.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,87.5239923224568
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2022,Hours,20.3
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2022,Hours,50.3
Provincial,Manitoba,,Hip Fracture Repair,Volume,2022,Number of cases,521.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2022,Proportion,43.0
Provincial,Manitoba,,Hip Replacement,50th Percentile,2022,Days,217.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2022,Days,549.0
Provincial,Manitoba,,Hip Replacement,Volume,2022,Number of cases,1050.0
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,50th Percentile,2022,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,90th Percentile,2022,Days,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,Volume,2022,Number of cases,
Regional,Manitoba,Southern Health Region,Hip Replacement,% Meeting Benchmark,2022,Proportion,35.0
Regional,Manitoba,Southern Health Region,Hip Replacement,50th Percentile,2022,Days,265.0
Regional,Manitoba,Southern Health Region,Hip Replacement,90th Percentile,2022,Days,370.0
Regional,Manitoba,Southern Health Region,Hip Replacement,Volume,2022,Number of cases,126.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,% Meeting Benchmark,2022,Proportion,21.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,50th Percentile,2022,Days,300.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,90th Percentile,2022,Days,516.0
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,Volume,2022,Number of cases,131.0
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2022,Proportion,
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2022,Days,
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2022,Days,
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2022,Number of cases,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,% Meeting Benchmark,2022,Proportion,48.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,50th Percentile,2022,Days,191.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,90th Percentile,2022,Days,566.0
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,Volume,2022,Number of cases,793.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2022,Proportion,26.0
