FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PERCENTILE_COMP_50TH,PERCENTILE_COMP_90TH
2025/26,Q1,Provincial Health Services Authority,All Facilities,Lens & Vitreous (non-cataract) Surgery,<5,7,3.4,6.5
2025/26,Q1,Provincial Health Services Authority,All Facilities,Ligament Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Lipectomy,<5,0,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Lung Surgery,<5,0,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Male Reproductive Surgery,181,79,23,49.2
2025/26,Q1,Provincial Health Services Authority,All Facilities,Mastectomy,<5,7,1.1,3.7
2025/26,Q1,Provincial Health Services Authority,All Facilities,Mastoidectomy,7,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Myringotomy,47,32,10.1,43.5
2025/26,Q1,Provincial Health Services Authority,All Facilities,Nasal Surgery,15,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Nerve Surgery,8,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Oral Cavity & Pharynx Surgery,37,17,13.4,39.1
2025/26,Q1,Provincial Health Services Authority,All Facilities,Other Ear Surgery,48,26,4.1,44.1
2025/26,Q1,Provincial Health Services Authority,All Facilities,Other Eye Surgery,324,170,16,32.2
2025/26,Q1,Provincial Health Services Authority,All Facilities,Other Joint Reconstruction,22,5,2.7,15.9
2025/26,Q1,Provincial Health Services Authority,All Facilities,Other Orthopaedic Surgery,315,131,11,39.6
2025/26,Q1,Provincial Health Services Authority,All Facilities,Other Urology Surgery,150,71,13.9,55.9
2025/26,Q1,Provincial Health Services Authority,All Facilities,Rectal Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Scope of Chest,<5,0,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Shoulder Surgery,14,0,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Sinus Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Skin Surgery,68,38,13.1,32.7
2025/26,Q1,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,81,91,6.3,24.4
2025/26,Q1,Provincial Health Services Authority,All Facilities,Spinal/Back Surgery,375,68,22,134.5
2025/26,Q1,Provincial Health Services Authority,All Facilities,Tendon Surgery,41,10,12.4,72.9
2025/26,Q1,Provincial Health Services Authority,All Facilities,Thyroidectomy,6,<5,,
2025/26,Q1,Provincial Health Services Authority,All Facilities,Tonsillectomy/Adenoidectomy,127,104,10.9,40.3
2025/26,Q1,Provincial Health Services Authority,All Facilities,Tympanoplasty,33,10,33.2,58.4
2025/26,Q1,Provincial Health Services Authority,All Facilities,Uterine Surgery,644,734,7.3,19.5
2025/26,Q1,Provincial Health Services Authority,All Facilities,Vaginal Repair,52,39,4.9,17.9
2025/26,Q1,Provincial Health Services Authority,All Facilities,Vascular Surgery - Other,83,85,0.7,9.8
2025/26,Q1,Provincial Health Services Authority,All Facilities,Wound/Laceration Care,38,83,0.7,9.2
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,All Other Procedures,90,166,1.4,4.9
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,All Procedures,119,259,1.9,5.6
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Breast Biopsy,<5,28,1.9,4.8
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Cone Biopsy,<5,7,2.4,4.5
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Examination Under Anaesthetic,9,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Mastectomy,<5,7,1.1,3.7
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Other Orthopaedic Surgery,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Cancer Agency,Skin Tumour Removal,13,45,3.4,9
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,All Other Procedures,170,118,5,24.8
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,All Procedures,3613,1841,10.4,39
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Appendectomy,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Biopsy in OR,38,49,0.9,6.2
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Bladder Surgery,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Bowel Resection,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Breast Reduction,7,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,CSF Drainage,20,21,0.9,3
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Cataract Surgery,8,7,1.6,7.8
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Cholecystectomy,<5,6,4.6,11.9
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Colostomy/Ileostomy,6,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Cranial Surgery,8,20,4.9,10.7
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Cyst/Ganglion Removal,21,8,14.4,42.4
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Dental Surgery,759,313,18.3,33.2
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Examination Under Anaesthetic,117,75,5,24.2
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Excision Gynecomastia,6,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Excision Lesion/Tumour,74,36,5.9,36.6
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Facial Bone Reconstruction,17,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Fallopian Tube/Ovarian Surgery,9,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Fistula Repair - Non Vascular,9,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Foot/Ankle Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Foreign Body Removal Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Fracture Repair,48,26,2,83.7
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Free Flap Graft,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Gastrostomy/Jejunostomy,31,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Hand/Wrist Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Hernia Repair - Abdominal,143,72,11.1,29.1
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Hernia Repair - Hiatal,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Hip Replacement,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Knee - ACL Repair,50,31,16.6,23.4
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Knee - Meniscectomy,12,9,19.6,55.9
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Knee Arthroscopy,11,11,2.3,41.7
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Laparoscopy,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Laparotomy,<5,6,1.5,3.8
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Lens & Vitreous (non-cataract) Surgery,<5,7,3.4,6.5
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Ligament Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Lipectomy,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Lung Surgery,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Male Reproductive Surgery,181,79,23,49.2
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Mastoidectomy,7,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Myringotomy,47,32,10.1,43.5
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Nasal Surgery,15,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Nerve Surgery,8,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Oral Cavity & Pharynx Surgery,37,17,13.4,39.1
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Other Ear Surgery,48,26,4.1,44.1
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Other Eye Surgery,324,170,16,32.2
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Other Joint Reconstruction,22,5,2.7,15.9
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Other Orthopaedic Surgery,314,131,11,39.6
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Other Urology Surgery,148,70,14.2,56.6
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Rectal Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Scope of Chest,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Shoulder Surgery,14,0,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Sinus Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Skin Surgery,66,35,15.1,33.5
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Skin Tumour Removal,68,46,13.4,29
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Spinal/Back Surgery,375,68,22,134.5
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Tendon Surgery,41,10,12.4,72.9
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Thyroidectomy,6,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Tonsillectomy/Adenoidectomy,127,104,10.9,40.3
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Tympanoplasty,33,10,33.2,58.4
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Vaginal Repair,6,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Vascular Surgery - Other,83,85,0.7,9.8
2025/26,Q1,Provincial Health Services Authority,BC Children's Hospital,Wound/Laceration Care,37,82,0.8,9.2
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,All Other Procedures,139,116,5.6,20.5
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,All Procedures,1131,1244,6.2,18.9
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Biopsy in OR,8,5,8.6,51
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Bladder Surgery,9,8,5.4,9.8
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Cone Biopsy,<5,0,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Cyst/Ganglion Removal,5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,D&C and Related Surgery,115,203,1.1,11.7
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Examination Under Anaesthetic,8,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Excision Lesion/Tumour,32,46,8.6,14.9
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Fallopian Tube/Ovarian Surgery,105,77,11.4,28.5
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Laparoscopy,13,5,8.1,11.2
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Laparotomy,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Other Urology Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Skin Surgery,<5,<5,,
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Uterine Surgery,644,734,7.3,19.5
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Vaginal Repair,46,36,4.9,15.5
2025/26,Q1,Provincial Health Services Authority,BC Women's Hospital and Health Centre,Wound/Laceration Care,<5,<5,,
2025/26,Q1,Vancouver Coastal,All Facilities,All Other Procedures,570,621,4,25.6
2025/26,Q1,Vancouver Coastal,All Facilities,All Procedures,21275,17679,5.3,27.9
2025/26,Q1,Vancouver Coastal,All Facilities,Aortic Aneurysm Repair,15,36,2.6,8.2
2025/26,Q1,Vancouver Coastal,All Facilities,Appendectomy,12,30,6.6,14.4
2025/26,Q1,Vancouver Coastal,All Facilities,Bariatric Surgery,44,73,5.7,12.4
2025/26,Q1,Vancouver Coastal,All Facilities,Biopsy in OR,105,104,2.7,13.8
2025/26,Q1,Vancouver Coastal,All Facilities,Bladder Surgery,147,294,4,12.1
2025/26,Q1,Vancouver Coastal,All Facilities,Bowel Resection,71,188,2.9,9.3
2025/26,Q1,Vancouver Coastal,All Facilities,Breast Biopsy,34,67,3,12.5
2025/26,Q1,Vancouver Coastal,All Facilities,Breast Reconstruction,128,114,3.6,29.9
2025/26,Q1,Vancouver Coastal,All Facilities,Breast Reduction,576,136,19,70.8
2025/26,Q1,Vancouver Coastal,All Facilities,CSF Drainage,5,22,0.7,5.3
2025/26,Q1,Vancouver Coastal,All Facilities,Cataract Surgery,3957,5066,5,21
2025/26,Q1,Vancouver Coastal,All Facilities,Cholecystectomy,248,238,5.5,22.3
2025/26,Q1,Vancouver Coastal,All Facilities,Colostomy/Ileostomy,54,54,4.6,27.9
2025/26,Q1,Vancouver Coastal,All Facilities,Cone Biopsy,5,14,1.9,11.5
2025/26,Q1,Vancouver Coastal,All Facilities,Cranial Surgery,115,165,3,29.9
2025/26,Q1,Vancouver Coastal,All Facilities,Cyst/Ganglion Removal,76,40,4.6,27
2025/26,Q1,Vancouver Coastal,All Facilities,D&C and Related Surgery,77,150,3.1,10.6
2025/26,Q1,Vancouver Coastal,All Facilities,Dental Surgery,324,88,49.6,78
2025/26,Q1,Vancouver Coastal,All Facilities,Endarterectomy,6,23,2.4,18.9
2025/26,Q1,Vancouver Coastal,All Facilities,Esophagectomy,7,12,2.6,13.1
2025/26,Q1,Vancouver Coastal,All Facilities,Examination Under Anaesthetic,89,73,4.1,19.1
2025/26,Q1,Vancouver Coastal,All Facilities,Excision Gynecomastia,22,11,25.3,28.7
2025/26,Q1,Vancouver Coastal,All Facilities,Excision Lesion/Tumour,348,369,4.4,20.4
2025/26,Q1,Vancouver Coastal,All Facilities,Facial Bone Reconstruction,132,80,8.6,44.9
2025/26,Q1,Vancouver Coastal,All Facilities,Fallopian Tube/Ovarian Surgery,68,104,4.1,14.7
2025/26,Q1,Vancouver Coastal,All Facilities,Fistula Repair - Non Vascular,<5,<5,,
2025/26,Q1,Vancouver Coastal,All Facilities,Foot/Ankle Surgery,200,78,19.3,67.3
2025/26,Q1,Vancouver Coastal,All Facilities,Foreign Body Removal Surgery,12,15,3,6.1
2025/26,Q1,Vancouver Coastal,All Facilities,Fracture Repair,56,217,0.9,3.4
2025/26,Q1,Vancouver Coastal,All Facilities,Free Flap Graft,36,28,4.9,29.8
2025/26,Q1,Vancouver Coastal,All Facilities,Hand/Wrist Surgery,117,65,5.6,33.3
2025/26,Q1,Vancouver Coastal,All Facilities,Hernia Repair - Abdominal,785,669,6.4,27.3
2025/26,Q1,Vancouver Coastal,All Facilities,Hernia Repair - Hiatal,62,13,19.7,56.4
2025/26,Q1,Vancouver Coastal,All Facilities,Hip Replacement,1010,468,15.5,49
2025/26,Q1,Vancouver Coastal,All Facilities,Kidney/Bladder Stone Removal,161,273,4,13.2
2025/26,Q1,Vancouver Coastal,All Facilities,Knee - ACL Repair,450,215,8.4,33.1
2025/26,Q1,Vancouver Coastal,All Facilities,Knee - Meniscectomy,113,93,8.7,32
2025/26,Q1,Vancouver Coastal,All Facilities,Knee Arthroscopy,244,143,4.9,21
2025/26,Q1,Vancouver Coastal,All Facilities,Knee Replacement,1768,629,16,47.9
2025/26,Q1,Vancouver Coastal,All Facilities,Laparoscopy,23,54,2,7.8
2025/26,Q1,Vancouver Coastal,All Facilities,Laparotomy,21,15,2.6,8.9
2025/26,Q1,Vancouver Coastal,All Facilities,Lens & Vitreous (non-cataract) Surgery,419,456,1.8,19.3
2025/26,Q1,Vancouver Coastal,All Facilities,Ligament Surgery,32,34,3.1,44.7
2025/26,Q1,Vancouver Coastal,All Facilities,Lipectomy,74,17,10,96.5
2025/26,Q1,Vancouver Coastal,All Facilities,Lung Surgery,60,121,2.4,17.1
2025/26,Q1,Vancouver Coastal,All Facilities,Male Reproductive Surgery,256,143,9.9,29.3
2025/26,Q1,Vancouver Coastal,All Facilities,Mastectomy,141,303,2.4,7
2025/26,Q1,Vancouver Coastal,All Facilities,Mastoidectomy,42,33,9.1,21.1
2025/26,Q1,Vancouver Coastal,All Facilities,Myringotomy,18,19,13.4,51.7
2025/26,Q1,Vancouver Coastal,All Facilities,Nasal Surgery,1092,295,21.3,59.4
2025/26,Q1,Vancouver Coastal,All Facilities,Nerve Surgery,104,93,5.1,19.9
2025/26,Q1,Vancouver Coastal,All Facilities,Oral Cavity & Pharynx Surgery,9,9,2.9,8.9
2025/26,Q1,Vancouver Coastal,All Facilities,Other Ear Surgery,185,28,23,85.9
2025/26,Q1,Vancouver Coastal,All Facilities,Other Eye Surgery,947,797,5.4,31.7
2025/26,Q1,Vancouver Coastal,All Facilities,Other Joint Reconstruction,319,144,8.8,30.6
2025/26,Q1,Vancouver Coastal,All Facilities,Other Orthopaedic Surgery,521,416,4.9,28.6
2025/26,Q1,Vancouver Coastal,All Facilities,Other Urology Surgery,274,363,4.9,18.7
2025/26,Q1,Vancouver Coastal,All Facilities,Parotidectomy,83,55,7.6,43.6
2025/26,Q1,Vancouver Coastal,All Facilities,Prostate Surgery,558,427,8.6,24.9
2025/26,Q1,Vancouver Coastal,All Facilities,Rectal Surgery,133,147,5.1,39.3
2025/26,Q1,Vancouver Coastal,All Facilities,Shoulder Surgery,516,217,9.9,44.4
2025/26,Q1,Vancouver Coastal,All Facilities,Sinus Surgery,800,203,14,72.7
2025/26,Q1,Vancouver Coastal,All Facilities,Skin Surgery,239,125,4,53.6
2025/26,Q1,Vancouver Coastal,All Facilities,Skin Tumour Removal,215,235,5,33.6
2025/26,Q1,Vancouver Coastal,All Facilities,Sphincterotomy,<5,<5,,
2025/26,Q1,Vancouver Coastal,All Facilities,Spinal/Back Surgery,446,415,5.6,20
2025/26,Q1,Vancouver Coastal,All Facilities,Tendon Surgery,74,78,1.6,7.1
2025/26,Q1,Vancouver Coastal,All Facilities,Thoracotomy,17,24,3.7,32
2025/26,Q1,Vancouver Coastal,All Facilities,Thyroidectomy,109,125,5.3,28.7
2025/26,Q1,Vancouver Coastal,All Facilities,Tonsillectomy/Adenoidectomy,405,131,18.1,56.3
2025/26,Q1,Vancouver Coastal,All Facilities,Tympanoplasty,173,64,11,65.7
2025/26,Q1,Vancouver Coastal,All Facilities,Uterine Surgery,508,716,4,17.1
2025/26,Q1,Vancouver Coastal,All Facilities,Vaginal Repair,32,52,3,19.5
2025/26,Q1,Vancouver Coastal,All Facilities,Varicose Veins Ligation/Stripping,103,74,20.8,45.2
2025/26,Q1,Vancouver Coastal,All Facilities,Vascular Bypass Graft - Non Cardiac,9,28,2.6,8.1
2025/26,Q1,Vancouver Coastal,All Facilities,Vascular Surgery - Other,47,99,1.9,7
2025/26,Q1,Vancouver Coastal,All Facilities,Wound/Laceration Care,15,38,0.9,13.2
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,All Other Procedures,42,58,3,11
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,All Procedures,3509,2781,6,28.1
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Appendectomy,<5,5,10.6,16.4
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Biopsy in OR,<5,<5,,
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Bladder Surgery,14,60,3.1,7.4
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Bowel Resection,<5,28,2.3,5.9
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Breast Biopsy,<5,7,3,13.5
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Breast Reconstruction,15,13,3.9,11.9
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Breast Reduction,200,25,33.6,166.4
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Cataract Surgery,695,943,6,19.1
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Cholecystectomy,36,54,3.9,15.1
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Colostomy/Ileostomy,<5,7,14.9,23.3
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Cone Biopsy,<5,5,1.6,16.9
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Cranial Surgery,9,11,3.7,7.7
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Cyst/Ganglion Removal,9,6,3.9,6
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,D&C and Related Surgery,19,73,2.7,8.7
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Dental Surgery,<5,<5,,
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Excision Gynecomastia,<5,0,,
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Excision Lesion/Tumour,10,8,6.1,12.8
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Facial Bone Reconstruction,6,5,16.3,31.3
2025/26,Q1,Vancouver Coastal,Lions Gate Hospital,Fallopian Tube/Ovarian Surgery,21,27,9.1,16.9
